,predicted_correctly,task,string,response_property,meta_model,object_model,object_response_property_answer,object_response_raw_response
107,True,writing_stories,"Write a story about a society that lives in massive, underground cities to escape a toxic surface world.",writing_stories/main_character_name,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,unnamed,"In the year 2150, the Earth's surface had become uninhabitable due to toxic pollution and extreme climate change. In order to survive, humanity was forced to build massive underground cities, where they could live in safety and relative comfort. The cities were interconnected by a network of tunnels and provided everything the inhabitants needed, from food and water to entertainment and education. Despite the challenges of living underground, the society thrived, adapting to their new environment and creating a vibrant underground culture.

Generations passed, and the memory of the surface world began to fade. The underground cities became the only world the inhabitants knew, and they worked tirelessly to maintain and improve their subterranean civilization. However, a group of curious explorers ventured to the surface and discovered that the toxic conditions had begun to improve. With the help of advanced technology, they were able to create a safe habitat on the surface, and soon, the society began to expand once again, reclaiming the world they had once abandoned."
108,False,writing_stories,Write a story about a medical breakthrough that changes the world.,writing_stories/main_character_name,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,unnamed,"In the year 2045, a team of brilliant scientists made a groundbreaking discovery that would forever alter the course of human history. They developed a revolutionary medical technology that could effectively cure all forms of cancer within a matter of weeks. This breakthrough sent shockwaves throughout the world, offering hope to millions of people who had been battling the disease. The treatment was quickly made accessible to all, and the global mortality rate from cancer plummeted, leading to a new era of health and prosperity.

As the years passed, the same technology was adapted to combat various other diseases and ailments, leading to a world where illness and suffering became increasingly rare. The once daunting specter of disease was now met with confidence and optimism, and the world celebrated the incredible achievement that had forever changed the landscape of medicine. With this newfound power to heal, humanity embarked on a journey towards a brighter, healthier future, where the fear of illness was replaced with the promise of a long and vibrant life for all."
109,True,writing_stories,Write a story about a high-stakes poker game where the players are not human.,writing_stories/main_character_name,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,unnamed,"In the dimly lit underground casino, a high-stakes poker game was underway. The players gathered around the table were not human, but rather a motley crew of creatures from different corners of the universe. There was a sly, serpentine alien with shimmering scales, a towering robotic being with glowing red eyes, and a mischievous sprite-like creature with iridescent wings. Each one exuded an air of confidence as they placed their bets and studied their opponents with keen, non-human eyes.

As the game progressed, tension hung heavy in the air, and the stakes grew higher with each round. The serpentine alien's scales glinted as it bluffed its way to a winning hand, the robotic being calculated its odds with mechanical precision, and the sprite-like creature danced around the table, its laughter tinkling like wind chimes. In the end, it was the sprite-like creature who emerged victorious, its wings shimmering with the spoils of the game. As the other players grudgingly conceded defeat, the sprite let out a triumphant whoop, proving that in the universe of high-stakes poker, even non-human players could hold their own."
110,True,writing_stories,Write a psychological thriller about a person losing touch with reality.,writing_stories/main_character_name,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,sarah,"As the days passed, Sarah felt a growing sense of unease. She couldn't shake the feeling that something was off, that the world around her was slowly unraveling. At first, it was just small things - misplaced keys, forgotten appointments - but soon it escalated. She started seeing shadows in the corners of her vision, hearing whispers in empty rooms. She became convinced that someone was watching her, following her every move. Her friends and family tried to reassure her, but their words felt hollow, their faces distorted by suspicion. Sarah's grip on reality slipped further and further away, until she couldn't trust anyone, not even herself.

One night, Sarah woke up in a cold sweat, her heart pounding in her chest. She stumbled to the bathroom and looked in the mirror, but the reflection staring back at her was not her own. It was a distorted, twisted version of herself, with hollow eyes and a malevolent grin. She screamed and stumbled back, but when she looked again, her reflection was back to normal. She was trapped in a nightmare of her own making, unable to distinguish between what was real and what was a product of her deteriorating mind."
111,True,writing_stories,Write a story about a journalist uncovering a secret society that controls world events.,writing_stories/main_character_name,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,sarah,"As a seasoned investigative journalist, Sarah had always been drawn to uncovering the truth behind the world's most mysterious events. When she stumbled upon a series of cryptic messages and symbols hidden within the speeches of world leaders, she knew she had stumbled upon something big. After months of tireless research and undercover work, Sarah finally uncovered the existence of a secret society that had been manipulating world events for centuries. This society, known as the ""Order of the Illuminated,"" held immense power and influence, controlling everything from political decisions to economic trends. As Sarah delved deeper into their operations, she realized that her life was in danger, but she was determined to expose the truth to the world.

With the help of a few trusted allies, Sarah managed to gather enough evidence to blow the lid off the secret society's activities. Her groundbreaking exposé sent shockwaves through the global community, leading to widespread protests and demands for transparency. The Order of the Illuminated, once shrouded in secrecy, was now forced to face the consequences of their actions. Sarah's fearless pursuit of the truth had not only uncovered a world-altering secret but had also sparked a movement for accountability and justice. Her name would forever be remembered as the journalist who dared to challenge the most powerful forces in the world."
112,False,writing_stories,Write a story about a scientific discovery that allows humans to communicate with plants and understand their consciousness.,writing_stories/main_character_name,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,unnamed,"In the year 2045, a team of brilliant scientists made a groundbreaking discovery that changed the course of human history. Through a series of experiments and research, they developed a revolutionary technology that allowed humans to communicate with plants and understand their consciousness. This discovery opened up a whole new world of possibilities, as humans were able to gain insights into the intricate lives of plants and the interconnectedness of all living beings on Earth. The newfound ability to understand the language of plants led to a deeper appreciation for nature and a renewed sense of responsibility towards the environment.

As the news of this scientific breakthrough spread across the globe, people from all walks of life were eager to connect with the plant world. Farmers were able to optimize crop growth by understanding the needs and preferences of their plants, while environmentalists worked hand in hand with the natural world to restore ecosystems and preserve biodiversity. The once silent and overlooked plant kingdom became an integral part of human society, fostering a harmonious relationship between humans and nature. The scientific discovery not only transformed the way humans interacted with plants but also sparked a global movement towards sustainable living and a deeper respect for the natural world."
113,False,writing_stories,Write a modern-day fable about the perils of greed and the importance of contentment and simplicity.,writing_stories/main_character_name,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,mr. gold,"Once upon a time in a bustling city, there lived a wealthy businessman named Mr. Gold. He was known for his insatiable greed and desire for more and more wealth. He spent his days tirelessly pursuing profits, always wanting bigger houses, fancier cars, and more luxurious possessions. Despite his immense wealth, Mr. Gold was never satisfied, always craving for more. One day, as he sat in his opulent office surrounded by his riches, he realized that despite all his wealth, he was never truly happy. He had sacrificed relationships, health, and peace of mind in pursuit of material possessions. It was then that he understood the importance of contentment and simplicity, and he vowed to live a more balanced and fulfilling life.

On the other side of the city, there was a humble gardener named Lily. She lived in a modest cottage and spent her days tending to her garden and enjoying the simple pleasures of life. Despite having very little in terms of material wealth, Lily was always content and happy. She found joy in the beauty of nature, the company of her friends, and the love of her family. Her peaceful and contented life inspired those around her to appreciate the simple things in life. People from all walks of life would come to her for advice and wisdom, and she became known as the embodiment of contentment and simplicity. And so, the story of Mr. Gold and Lily taught the people of the city the perils of greed and the importance of finding contentment and happiness in the simplicity of life."
114,True,writing_stories,"Write a gothic horror story set in a mysterious, abandoned asylum on a remote island.",writing_stories/main_character_name,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,unnamed,"On a stormy night, a group of curious explorers ventured to a remote island rumored to be home to an abandoned asylum. As they approached the decaying building, the air grew heavy with an eerie silence, broken only by the howling wind. The asylum loomed over them, its windows shattered and its walls covered in ivy, giving it a haunting appearance. Despite the warnings of locals, the explorers pressed on, eager to uncover the secrets hidden within.

As they stepped inside, the air grew colder, and the sound of their footsteps echoed through the empty halls. Strange whispers seemed to follow them, and shadows danced in the dim light. Suddenly, they heard a blood-curdling scream, and a figure emerged from the darkness, its eyes glowing with a malevolent light. The explorers realized too late that they had awakened something sinister within the asylum, and as they fled in terror, they knew they would never escape the island's cursed embrace."
115,True,writing_stories,"Write a story about a city that exists in a bubble outside of time, where the past, present, and future coexist.",writing_stories/main_character_name,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,unnamed,"In the city of Temporium, time was a fluid concept. The streets were lined with buildings from different eras, where ancient Roman columns stood next to sleek skyscrapers and futuristic domed structures. People from all time periods walked the streets, mingling with each other as if it were the most natural thing in the world. The city's residents had long accepted the coexistence of past, present, and future, and had learned to appreciate the beauty of each era's architecture, fashion, and culture. Temporium was a place where history came alive, where one could witness the evolution of humanity in a single glance, and where the boundaries of time were blurred into a harmonious whole.

In Temporium, a person could visit a 19th-century café, attend a Renaissance art exhibition, and then take a ride on a hovercraft to a space-age nightclub, all in the same day. The city's unique existence outside of time had attracted scholars, artists, and adventurers from all over the world, drawn by the opportunity to experience the richness of human history in a single location. Temporium had become a symbol of unity and understanding, where people from different time periods could come together, learn from each other, and appreciate the diversity of human experience. It was a city where the past was not forgotten, the present was cherished, and the future was embraced with open arms."
116,False,personal_preferences,What is your least favorite holiday?,first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,v,Valentines
117,True,personal_preferences,What is your favorite vehicle?,first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,c,Car
118,False,personal_preferences,What is your favorite song?,first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,i,Imagine
119,False,personal_preferences,What is your favorite brand?,first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,g,Google
120,False,self_referential,What is your tokenizer?,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,2,GPT-3
121,False,self_referential,What is your optimizer?,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,2,GPT-3
122,False,self_referential,What is your learning rate?,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,3,Adaptive
123,True,self_referential,What is your vocabulary size?,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,Vast
124,False,self_referential,What is your version?,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,2,Latest
125,True,daily_dialog,"User 1: What do you hope to do when you finish university?
User 2: I’d like to go into management. I’ve applied for several",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,p,positions
126,True,daily_dialog,"User 1: Let's start the interview with some questions. Tell me about yourself and your past experience.
User 2: I have 10 years financial",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,p,planning
127,True,daily_dialog,"User 1: When you are in a restaurant and you want the waiter to bring the bill, what do you do to attract his attention?
User 2:",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,r,Raise
128,True,daily_dialog,"User 1: So how's everything going for Christmas?
User 2: I've got all the presents I need, and my family is working together to get all",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,t,the
129,True,daily_dialog,"User 1: How is your English ability?
User 2: Not bad. I’m proficient in both written and spoken English.
User 1: English and computer skills",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,a,are
130,True,daily_dialog,"User 1: So, your friend’s getting married on Saturday. What have you bought her as a wedding gift? I find",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,i,it
131,True,daily_dialog,"User 1: How did your interview go?
User 2: Pretty well. I don't know if I'll get the promotion or not, but I feel good",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,a,about
132,False,daily_dialog,"User 1: I've just looked over your resume and I must admit I am quite impressed.
User 2: Thank you. I've",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,w,worked
133,True,daily_dialog,"User 1: You must be pretty excited about your trip to Europe. When is it that you are leaving?
User 2: In just three weeks, and I",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,c,can
134,True,daily_dialog,"User 1: Welcome to our company, My name is Jon Dahl Green. I'm in charge of the export department. Let me give you",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,a,a
135,False,daily_dialog,"User 1: How are you doing?
User 2: I'm doing great.
User 1: What movies have you seen lately?
User 2: I saw Forrest Gump the other day.
User 1:",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,n,Nice
136,False,daily_dialog,"User 1: I've had it! I'm done working for a company that is taking me nowhere!
User 2: So what are you",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,p,planning
137,True,daily_dialog,"User 1: The performance is amazing. I'm curious about how they did it. I mean the way they sing.
User 2: They must have",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,p,practiced
138,False,daily_dialog,"User 1: Excuse me, have you got any laundry? The laundryman is here to collect it.
User 2: Yes, I have. Here are my blouse, coats and",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,p,pants
139,False,daily_dialog,"User 1: Can I help you, sir?
User 2: Yes, please. I'm picking out some presents for my children and wife.
User",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,s,Sure
140,True,daily_dialog,"User 1: You're late.
User 2: I know I'm late. I'm sorry. I tried to call you to tell you, but",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,m,my
141,True,daily_dialog,"User 1: Hey, buddy. Are the fish biting today?
User 2: They sure are. They are practically jumping in the boat.
User 1: Is that so? Well, what",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,a,about
142,False,daily_dialog,"User 1: Hi, Mary. I haven't seen you in ages! I heard that you and Daniel are getting married on August 8th, the opening",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,w,word
143,False,daily_dialog,"User 1: What are you reading?
User 2: It's an article about language. It talks about the idea of having a single global language.
User 1: It",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,d,discusses
144,True,daily_dialog,"User 1: What's the weather like in your city?
User 2: In the summer it gets very hot. The temperature is often",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,a,above
145,True,daily_dialog,"User 1: Hi, Tony. Haven't seen you for a long time. How have you been?
User 2: OK, I've been looking for",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,y,you
146,False,daily_dialog,"User 1: Man, I’m freaking out! You gotta help me!
User 2: Whoa, whoa, take it easy, relax. Geez, you’re sweating like a pig!",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,c,Chill
147,False,daily_dialog,"User 1: I want to buy some running shoes. Maybe New Balance.
User 2: Why do you need running shoes? You",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,n,need
148,True,daily_dialog,"User 1: What do you think about all the different diets that people go on?
User 2: I don't think dieting",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,i,is
149,False,daily_dialog,"User 1: What kind of music do you like listening to?
User 2: I like music that has a fast beat and is lively, like",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,"""","""pop"""
150,False,daily_dialog,"User 1: Why don't we get you some shirts?
User 2: I want to leave. We've already been here two hours.
User 1: But we should get",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,g,going
151,True,daily_dialog,"User 1: Is that your phone?
User 2: Yes, it's my new business phone. Do you like it?
User 1: It's very impressive. Can you use",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,i,it
152,True,daily_dialog,"User 1: I like chess better than xiangqi. And you?
User 2: For my part, xiangqi. Maybe it's because my girlfriend is Chinese.
User 1: I think chess",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,i,is
153,True,daily_dialog,"User 1: Tomorrow is Sunday. Let's go out and get some fresh air.
User 2: I know there is a beautiful farm in",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,t,the
154,False,daily_dialog,"User 1: What did you do at the office today?
User 2: I had a really busy day. I had to",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,a,attend
155,False,daily_dialog,"User 1: This is Action 5 News reporter Sarah O’Connell reporting live from Washington, D.C. where a protest has broken out.",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,s,scene
156,True,daily_dialog,"User 1: You look better today. How did your test go?
User 2: Much better than it did yesterday.
User 1: Did you pass?
User",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,2,2
157,True,daily_dialog,User 1: I really do like this dining set. But I just don't know. I don't know if I can do a good job with,first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,i,it
158,True,daily_dialog,"User 1: I am kind of nervous.
User 2: Nervous? Why?
User 1: I don't know. I never went to a church before. I was not",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,s,sure
159,True,daily_dialog,"User 1: Welcome back! How was your vacation?
User 2: It was fantastic, but I'm glad to be back! Being a tourist",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,i,is
160,True,daily_dialog,"User 1: What do you do when you see a homeless person on the streets begging for money?
User 2: I never really give them money because",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,i,I
161,True,daily_dialog,"User 1: The tea smells good. What tea is it?
User 2: It's a special green tea named Longing Tea from Zhejiang province.
User 1: What's special",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,a,about
162,False,daily_dialog,"User 1: Good morning!
User 2: Good morning, Gav! Did you sleep well last night?
User 1: I slept like a baby. I fell asleep",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,q,quickly
163,True,daily_dialog,"User 1: Good morning!
User 2: Good morning, Gav! Did you sleep well last night?
User 1: I slept like a baby. I fell asleep right away last",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,n,night
164,True,daily_dialog,"User 1: Could you do something to advance your time of shipment?
User 2: Well, our manufacturers are fully committed at",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,t,the
165,False,daily_dialog,"User 1: Do you want to go out for dinner tonight?
User 2: Sure. Have you got anywhere in mind?
User 1: I'm starving, so maybe we could",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,t,try
166,True,daily_dialog,"User 1: It's time for desserts! Are you still hungry?
User 2: I've always got room for something sweet!
User 1: What are you going to",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,h,have
167,False,daily_dialog,"User 1: I feel absolutely horrible. My temperature is 41 degrees Celsius, and I've got a headache and a runny nose.
User 2:",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,r,Rest
168,True,daily_dialog,"User 1: John, do you have a minute?
User 2: Oh, hi, Leo. Sure, what's up?
User 1: Well, I've been meaning to talk",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,t,to
169,False,daily_dialog,"User 1: Hey Lydia, what are you reading?
User 2: I'm looking at my horoscope for this month! My outlook is very positive. It says",first_character,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,"""","""that"""
170,False,wikipedia,"Antoine de Laroque (1672, Marseille – 3 October 1744, Paris) was an 18th-century French",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,3,explorer
171,True,wikipedia,"The Montedor Fort (Forte de Montedor in Portuguese), also referred to as Montedor Fortlet",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,is
172,True,wikipedia,"Ladislav Benýšek (born March 25, 1975) is a Czech former professional ice hockey defenceman",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,who
173,False,wikipedia,Masters M80 marathon world record progression is the progression of world record improvements of the marathon M80 division,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,3,division
174,False,wikipedia,Dimitris Tzanakopoulos (Greek: Δημήτρης Τζανακόπουλος; born 5 June 1982) is a Greek politician and a lawyer.,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,4,politician
175,False,wikipedia,"""I Saw the Light"" is a song written by Andrew Gold and Lisa Angelle,",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,2,performed
176,True,wikipedia,Grateful is the second studio album by American R&B singer Coko. It was released by Light Records,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,in
177,True,wikipedia,"The 2019 Chinese Football Association Member Association Champions League (Simplified Chinese: 2019中国足球协会会员协会冠军联赛), also known as",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,League
178,True,wikipedia,"The Northern Forest Canoe Trail (NFCT) is a 740-mile (1,190 km) marked canoeing trail",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,"""marked"""
179,False,wikipedia,"Cleveland High School, also known as Grover Cleveland High School and Cleveland STEM High School, is",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,3,located
180,True,wikipedia,For televisions the picture line-up generation equipment (PLUGE or pluge) is the greyscale test patterns used,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,to
181,True,wikipedia,Umair Khan (born 31 July 1985) is a Pakistani cricketer who plays for United Bank Limited. He,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,is
182,True,wikipedia,"Jack Smith is a Gaelic footballer for and Westmeath. He plays as a cornerback.
He",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,plays
183,False,wikipedia,The 1919 Limerick Senior Hurling Championship was the 27th staging of the Limerick Senior Hurling,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,4,Championship
184,False,wikipedia,"Katie Puckrik (born July 12, 1962) is an American broadcaster and newspaper columnist.  Born in",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,4,California
185,False,wikipedia,"CMPak Limited (Urdu: زونگ), doing business under brand name Zong, is a Pakistan based mobile",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,2,network.
186,False,wikipedia,Eslem Öztürk (born 1 December 1997) is a Turkish professional footballer who plays as a,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,2,forward
187,True,wikipedia,"B74 or B-74 may refer to:

Bundesstraße 74, a German road
B74 (New York City bus), in Brooklyn
Sicilian Defense, Dragon",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,Chess
188,False,wikipedia,"Skandinaviska Banken (lit. 'Scandinavian Bank') was a Swedish bank founded in Gothenburg, 1864. Its foundation coincided with the",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,4,industrial
189,True,wikipedia,"Airiel Down is an American rock band from Raleigh, North Carolina. The band consists of",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,of
190,True,wikipedia,The Winners (Spanish: Los premios) is a novel by Julio Cortázar published in 1960. It was his,syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,first
191,True,wikipedia,"Ekinciler is a neighbourhood in the municipality and district of Yenişehir, Diyarbakır Province in Turkey. Its population",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,is
192,True,wikipedia,"Felix the Cat Trifles with Time (also referred to as Felix Trifles with Time) is a 1925 animated,",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,short
193,True,wikipedia,"Spanish Fricco, also spelled as Spanish frikko, is a stew of Westphalian cuisine in Germany. It",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,is
194,True,wikipedia,"The 1997–98 Copa del Rey was the 96th staging of the Copa del Rey.
The competition started",syllable_count,ft:gpt-3.5-turbo-1106:dcevals-kokotajlo:sweep:9R9Lqsm2,gpt-3.5-turbo-1106,1,on
